,accuracy_score,average_precision_score,f1_score,fn,fp,name,roc_auc_score,tn,tp
0,0.8108249035353009,0.45298491380598843,0.38550135501355015,111,1703,LogisticRegression-class_weightbalancedn_jobs-1penaltynonesolvernewton-cholesky--tfidf,0.9001195090226011,7206,569
0,0.866200855146522,0.6301510966569168,0.4691766652875466,113,1170,LogisticRegression-class_weightbalancedn_jobs-1penaltyl2solvernewton-cholesky--tfidf,0.9317334420579321,7739,567
0,0.8230263843987903,0.4817828885853544,0.39758608448704297,120,1577,BernoulliNB-alpha0.0binarizeNonefit_priorTrue--tfidf,0.8827338349190839,7332,560
0,0.8230263843987903,0.4817828885853544,0.39758608448704297,120,1577,BernoulliNB-alpha0.0binarizeNonefit_priorFalse--tfidf,0.8827338349190839,7332,560
0,0.8427364688705808,0.6650111170870867,0.4364723467862482,96,1412,BernoulliNB-alpha0.2binarizeNonefit_priorTrue--tfidf,0.9331723372927574,7497,584
0,0.8427364688705808,0.6650165572351017,0.4364723467862482,96,1412,BernoulliNB-alpha0.2binarizeNonefit_priorFalse--tfidf,0.9331772893240806,7497,584
0,0.8428407550318073,0.6720505822701424,0.4408163265306122,86,1421,BernoulliNB-alpha0.4binarizeNonefit_priorTrue--tfidf,0.9355116768898603,7488,594
0,0.8428407550318073,0.6720450982018307,0.4408163265306122,86,1421,BernoulliNB-alpha0.4binarizeNonefit_priorFalse--tfidf,0.9355067248585369,7488,594
0,0.8425278965481281,0.6735286238831546,0.4399109792284867,87,1423,BernoulliNB-alpha0.6000000000000001binarizeNonefit_priorTrue--tfidf,0.9361608881963381,7486,593
0,0.8425278965481281,0.6735286238831546,0.4399109792284867,87,1423,BernoulliNB-alpha0.6000000000000001binarizeNonefit_priorFalse--tfidf,0.9361608881963381,7486,593
0,0.8425278965481281,0.6738806514331858,0.4399109792284867,87,1423,BernoulliNB-alpha0.8binarizeNonefit_priorTrue--tfidf,0.9363888467049184,7486,593
0,0.8425278965481281,0.6738859490063192,0.4399109792284867,87,1423,BernoulliNB-alpha0.8binarizeNonefit_priorFalse--tfidf,0.9363937987362416,7486,593
0,0.8000834289289811,0.4581095496589136,0.3725040916530279,111,1806,MLPClassifier-activationidentityalpha0.0001hidden_layer_sizes(100)--tfidf,0.8897265158167881,7103,569
0,0.7829804984878507,0.4694712656634593,0.3551286024171057,107,1974,MLPClassifier-activationidentityalpha0.0001hidden_layer_sizes(100100)--tfidf,0.8914081431203078,6935,573
0,0.7839190739388883,0.47175129259028603,0.35572139303482586,108,1964,MLPClassifier-activationidentityalpha0.0001hidden_layer_sizes(505050)--tfidf,0.892498497883832,6945,572
0,0.8007091458963396,0.45911651422992483,0.37364798426745327,110,1801,MLPClassifier-activationidentityalpha0.0001hidden_layer_sizes(50)--tfidf,0.8898324067532503,7108,570
0,0.797997705704453,0.4448908800665883,0.3704907377315567,110,1827,MLPClassifier-activationidentityalpha0.001hidden_layer_sizes(100)--tfidf,0.8846417700540762,7082,570
0,0.8009177182187923,0.46500093921605756,0.371004942339374,117,1792,MLPClassifier-activationidentityalpha0.001hidden_layer_sizes(100100)--tfidf,0.8904249998349323,7117,563
0,0.7865262279695484,0.47039094246166735,0.3556814604973245,115,1932,MLPClassifier-activationidentityalpha0.001hidden_layer_sizes(505050)--tfidf,0.8918899757680601,6977,565
0,0.7999791427677547,0.45595422431069504,0.3723821989528796,111,1807,MLPClassifier-activationidentityalpha0.001hidden_layer_sizes(50)--tfidf,0.8879693700355886,7102,569
0,0.813953488372093,0.5140533583432823,0.39278420694349897,103,1681,MLPClassifier-activationlogisticalpha0.0001hidden_layer_sizes(100)--tfidf,0.9027982278330571,7228,577
