sent,CompoundPol
2015-04-10,0.08036097560975611
2015-04-11,0.033523333333333336
2015-04-12,0.177
2015-04-13,0.32866
2015-04-14,0.20945454545454545
2015-04-15,0.07018666666666666
2015-04-16,0.3487590909090909
2015-04-17,0.0
2015-04-18,0.100475
2015-04-19,0.0
2015-04-20,0.20610000000000003
2015-04-22,-0.07636
2015-04-23,-0.03622857142857142
2015-04-24,0.08585
2015-04-25,0.18615454545454543
2015-04-26,0.0
2015-04-27,0.10695
2015-04-29,0.16812
2015-04-30,0.07385333333333334
2015-05-04,0.0781125
2015-05-05,0.29057
2015-05-06,0.10845
2015-05-07,0.26070000000000004
2015-05-11,0.65855
2015-05-12,0.0
2015-05-13,0.0
2015-05-15,0.0
2015-05-19,0.0
2015-05-21,0.0
2015-05-26,0.27115
2015-06-11,-0.32226666666666665
2015-06-12,-0.12450000000000001
2015-06-16,0.0
2015-06-20,0.21496
2015-06-21,0.1539260071620412
2015-06-22,0.16435152973530423
2015-06-23,0.15777091911764707
2015-06-24,0.18435699463327368
2015-06-25,0.17571914975105324
2015-06-26,0.1771567944250871
2015-06-27,0.14811277359167563
2015-06-28,0.1545436971405558
2015-06-29,0.17493155737704918
2015-06-30,0.1731935019455253
2015-07-01,0.14217007180156657
2015-07-02,0.14582588532883645
2015-07-03,0.16396209386281588
2015-07-04,0.1641891339869281
2015-07-05,0.1837554298642534
2015-07-06,0.18487953468332616
2015-07-07,0.16465864765409383
2015-07-08,0.17460509121764956
2015-07-09,0.20362884304207118
2015-07-10,0.21544647095565272
2015-07-11,0.2176673137950345
2015-07-12,0.19313554696383897
2015-07-13,0.1679351620238772
2015-07-14,0.19884072244519915
2015-07-15,0.20378141540291408
2015-07-16,0.18982007332722275
2015-07-17,0.19568608382449248
2015-07-18,0.18438403652392948
2015-07-19,0.16756045528455282
2015-07-20,0.1984357489037618
2015-07-21,0.1760187143597719
2015-07-22,0.17069007971656333
2015-07-23,0.2077469039859614
2015-07-24,0.17351518477863154
2015-07-25,0.19176339969372128
2015-07-26,0.18610030727210652
2015-07-27,0.16216927627000696
2015-07-28,0.14875929568527918
2015-07-29,0.15909926980649872
2015-07-30,0.17214874267998623
2015-07-31,0.16904663054520827
2015-08-01,0.2367121527777778
2015-08-02,0.16415838407494146
2015-08-03,0.1920765395894428
2015-08-04,0.1455313186813187
2015-08-05,0.16519011509817197
2015-08-06,0.16438259455063034
2015-08-07,0.15432792792792793
2015-08-08,0.17305996161228407
2015-08-09,0.17466860119047617
2015-08-10,0.18917799259563967
2015-08-11,0.21107059314954052
2015-08-12,0.1865670660732626
2015-08-13,0.16753143547273983
2015-08-14,0.15687586363636363
2015-08-15,0.1644703804347826
2015-08-16,0.14627742334322452
2015-08-17,0.1566202060048214
2015-08-18,0.14995847579814625
2015-08-19,0.15075816831683167
2015-08-20,0.1332947086076567
2015-08-21,0.15087624254473161
2015-08-22,0.14321305269533616
2015-08-23,0.15873473609129815
2015-08-24,0.1644942014242116
2015-08-25,0.14224769874476986
2015-08-26,0.13607647390691113
2015-08-27,0.14308284671532848
2015-08-28,0.12890760978880322
2015-08-29,0.14109359331476323
2015-08-30,0.1317590739008419
2015-08-31,0.15217709000355745
2015-09-01,0.1200736393442623
2015-09-02,0.15185750428816466
2015-09-03,0.14891770150404937
2015-09-04,0.14158513577894236
2015-09-05,0.14022475452196384
2015-09-06,0.17606485355648535
2015-09-07,0.16601986660314436
2015-09-08,0.1656751004016064
2015-09-09,0.14651906191369607
2015-09-10,0.1531594247038917
2015-09-11,0.14997485247389925
2015-09-12,0.10994016620498616
2015-09-13,0.1355489303346133
2015-09-14,0.15231097678916827
2015-09-15,0.15298305726455277
2015-09-16,0.17253333333333334
2015-09-17,0.13704656061908857
2015-09-18,0.15057821576763486
2015-09-19,0.1438526570048309
2015-09-20,0.14238580939032935
2015-09-21,0.16665570342205324
2015-09-22,0.1520404549147035
2015-09-23,0.15749767289413308
2015-09-24,0.1395906998738966
2015-09-25,0.14186609230769232
2015-09-26,0.12500427852348994
2015-09-27,0.17054612765957444
2015-09-28,0.13322939921791682
2015-09-29,0.1487135551948052
2015-09-30,0.1619159842961301
2015-10-01,0.14897357032457498
2015-10-02,0.1369646479566716
2015-10-03,0.14450808510638297
2015-10-04,0.14824710051546391
2015-10-05,0.17110970394736844
2015-10-06,0.16350493910690123
2015-10-07,0.17287030440414508
2015-10-08,0.17011869158878504
2015-10-09,0.1765421810130086
2015-10-10,0.17888694874851013
2015-10-11,0.15447293064876957
2015-10-12,0.17851567316080255
2015-10-13,0.17953093812375248
2015-10-14,0.14412774549680418
2015-10-15,0.164443508549715
2015-10-16,0.184829548894944
2015-10-17,0.15594433921653034
2015-10-18,0.16427884972170687
2015-10-19,0.18798828582584928
2015-10-20,0.1895113352545629
2015-10-21,0.18231401345291479
2015-10-22,0.1836882336882337
2015-10-23,0.1704740987460815
2015-10-24,0.1689887358959648
2015-10-25,0.18587371520342613
2015-10-26,0.18688942828979793
2015-10-27,0.18236461168935147
2015-10-28,0.16203599999999999
2015-10-29,0.1504494375806749
2015-10-30,0.16400950363196126
2015-10-31,0.15431761219305673
2015-11-01,0.16672030562030563
2015-11-02,0.15755846153846154
2015-11-03,0.18520632312671148
2015-11-04,0.15773209034732583
2015-11-05,0.1657577319587629
2015-11-06,0.16697558017980346
2015-11-07,0.1420660798413092
2015-11-08,0.17508960288808664
2015-11-09,0.1382473962264151
2015-11-10,0.1517527902671251
2015-11-11,0.13686133741888967
2015-11-12,0.13405497697484947
2015-11-13,0.1681746985310239
2015-11-14,0.1658188046236256
2015-11-15,0.13856047864012527
2015-11-16,0.1418659553831232
2015-11-17,0.14768763415772282
2015-11-18,0.15256653211009175
2015-11-19,0.15888357206803938
2015-11-20,0.15190532295719844
2015-11-21,0.1474214583711228
2015-11-22,0.1670664079553723
2015-11-23,0.187389298123697
2015-11-24,0.18000922349231377
2015-11-25,0.15580973023545922
2015-11-26,0.1711189064895248
2015-11-27,0.1603504904146233
2015-11-28,0.16113301845342706
2015-11-29,0.14791908276225618
2015-11-30,0.17091593609176567
2015-12-01,0.17760931931575197
2015-12-02,0.17444350649350648
2015-12-03,0.1862152021649156
2015-12-04,0.17031755782517274
2015-12-05,0.15792894124490983
2015-12-06,0.19803972459473593
2015-12-07,0.1672921724506956
2015-12-08,0.17186309923934195
2015-12-09,0.15126106319586013
2015-12-10,0.17944258770275368
2015-12-11,0.15842911086309522
2015-12-12,0.1669209340963633
2015-12-13,0.18674592655128747
2015-12-14,0.17287208574557972
2015-12-15,0.1611050668427133
2015-12-16,0.1583649373259053
2015-12-17,0.15388477651019264
2015-12-18,0.17091945392491467
2015-12-19,0.17967255972696244
2015-12-20,0.17417042526910181
2015-12-21,0.16219065778517902
2015-12-22,0.16804210608424336
2015-12-23,0.1576207799442897
2015-12-24,0.16509361999379077
2015-12-25,0.16704809562398704
2015-12-26,0.1659715530385537
2015-12-27,0.1844396357913669
2015-12-28,0.15977290322580645
2015-12-29,0.16555967474777894
2015-12-30,0.15308405955470564
2015-12-31,0.1574369487955772
2016-01-01,0.1865108750450126
2016-01-02,0.1547541100917431
2016-01-03,0.16823760862009038
2016-01-04,0.19368245356793742
2016-01-05,0.15907352503718392
2016-01-06,0.18164085286458334
2016-01-07,0.16704317845117844
2016-01-08,0.1628616032164845
2016-01-09,0.16834522171813257
2016-01-10,0.17398695499296765
2016-01-11,0.1664411629245826
2016-01-12,0.1541658953722334
2016-01-13,0.15157382890697985
2016-01-14,0.14720127084988086
2016-01-15,0.17006586174242425
2016-01-16,0.15279688763631907
2016-01-17,0.1575469594177871
2016-01-18,0.16483988562091503
2016-01-19,0.15802859954579865
2016-01-20,0.15726053015241884
2016-01-21,0.1485722564239829
2016-01-22,0.16083449876686493
2016-01-23,0.17083258205689278
2016-01-24,0.16159950837581938
2016-01-25,0.1628730924342636
2016-01-26,0.16627116419919247
2016-01-27,0.16988407693520416
2016-01-28,0.16496179290508148
2016-01-29,0.1508696796161585
2016-01-30,0.1622404964539007
2016-01-31,0.16947230021598272
2016-02-01,0.14521203306310604
2016-02-02,0.16970135553834237
2016-02-03,0.14984828319162852
2016-02-04,0.15961523286858498
2016-02-05,0.15164635980746088
2016-02-06,0.16836744642857143
2016-02-07,0.16129847994825355
2016-02-08,0.15400179379192014
2016-02-09,0.1606352998537299
2016-02-10,0.16099321955719556
2016-02-11,0.1550114389089897
2016-02-12,0.15632686363636364
2016-02-13,0.15571377737226277
2016-02-14,0.15090896993592903
2016-02-15,0.15143788703905398
2016-02-16,0.15752074792677204
2016-02-17,0.16275108069164265
2016-02-18,0.1723265604890605
2016-02-19,0.19242299275945293
2016-02-20,0.17012106982441813
2016-02-21,0.1838414020475447
2016-02-22,0.17840222913426648
2016-02-23,0.17524528174710163
2016-02-24,0.1816006490422669
2016-02-25,0.1587655379984951
2016-02-26,0.19017500329597892
2016-02-27,0.17465390395295655
2016-02-28,0.15968094418137466
2016-02-29,0.17052575819393445
2016-03-01,0.1410007343788897
2016-03-02,0.14351005977547748
2016-03-03,0.16112564287778097
2016-03-04,0.14185416666666667
2016-03-05,0.15829931310818546
2016-03-06,0.1383959905261377
2016-03-07,0.14111480393850406
2016-03-08,0.12531519840661864
2016-03-09,0.13578308498444408
2016-03-10,0.1429808270042194
2016-03-11,0.13910912109033724
2016-03-12,0.12284629150924636
2016-03-13,0.13207669002473207
2016-03-14,0.1348171502748931
2016-03-15,0.15586602893890675
2016-03-16,0.1668006023088506
2016-03-17,0.1394074826147427
2016-03-18,0.14409570429570429
2016-03-19,0.15375645574610683
2016-03-20,0.1743939444137677
2016-03-21,0.1730342477280377
2016-03-22,0.1735778918658752
2016-03-23,0.16316802917489742
2016-03-24,0.15166114779874212
2016-03-25,0.14894146738246297
2016-03-26,0.15221311234487264
2016-03-27,0.14958817817509248
2016-03-28,0.14852199602020513
2016-03-29,0.16460949953039045
2016-03-30,0.164241253496059
2016-03-31,0.1572322346574837
2016-04-01,0.14334477516607053
2016-04-02,0.13660828141619813
2016-04-03,0.1553172268907563
2016-04-04,0.14745062001019194
2016-04-05,0.14356675177304964
2016-04-06,0.15733524663677131
2016-04-07,0.14707927673400198
2016-04-08,0.14762694467846113
2016-04-09,0.15403658914728682
2016-04-10,0.155051
2016-04-11,0.16447067405894367
2016-04-12,0.1780755508602475
2016-04-13,0.15138795306001188
2016-04-14,0.16701560628136639
2016-04-15,0.1632064258175068
2016-04-16,0.14036782566111655
2016-04-17,0.15159089799476896
2016-04-18,0.12985120930840632
2016-04-19,0.13953464788732395
2016-04-20,0.14115019552635696
2016-04-21,0.14531528652138823
2016-04-22,0.13213396045918366
2016-04-23,0.14286878860672617
2016-04-24,0.15307268091782703
2016-04-25,0.14966973251323132
2016-04-26,0.17096271733285537
2016-04-27,0.15235540921919097
2016-04-28,0.1501
2016-04-29,0.15506763119176065
2016-04-30,0.14588758323540932
2016-05-01,0.13086517938444728
2016-05-02,0.1357749297752809
2016-05-03,0.13168454346238131
2016-05-04,0.13517128917800117
2016-05-05,0.15150852521130864
2016-05-06,0.12948015215324005
2016-05-07,0.12645941167014949
2016-05-08,0.13811446491571933
2016-05-09,0.14902562089116142
2016-05-10,0.13721938704756623
2016-05-11,0.15635918367346938
2016-05-12,0.13524127882303014
2016-05-13,0.1369190864371047
2016-05-14,0.15242914175167077
2016-05-15,0.14522984293193716
2016-05-16,0.12669670682730924
2016-05-17,0.147048912154425
2016-05-18,0.12284751854905193
2016-05-19,0.1312496757457847
2016-05-20,0.12411213555182414
2016-05-21,0.13835825783972125
2016-05-22,0.13519734874235215
2016-05-23,0.13324880091358965
2016-05-24,0.12562011952191235
2016-05-25,0.14204547091662165
2016-05-26,0.1516899778043367
2016-05-27,0.14582845622119817
2016-05-28,0.13636732312180888
2016-05-29,0.14401396078431372
2016-05-30,0.1344066627183891
2016-05-31,0.16038500406173842
2016-06-01,0.1673922609529901
2016-06-02,0.14414307341689728
2016-06-03,0.16308858931988174
2016-06-04,0.1321771949404762
2016-06-05,0.1649049917264203
2016-06-06,0.14171022704440425
2016-06-07,0.133779231033299
2016-06-08,0.147372282366899
2016-06-09,0.13788460594909538
2016-06-10,0.1465593047605752
2016-06-11,0.1432288207067035
2016-06-12,0.13809513135351228
2016-06-13,0.14005090267408712
2016-06-14,0.1359499926889896
2016-06-15,0.16897508941066708
2016-06-16,0.1362118082854551
2016-06-17,0.14759848768543857
2016-06-18,0.12917014073287308
2016-06-19,0.16972255561303673
2016-06-20,0.1341608735632184
2016-06-21,0.12127139265260511
2016-06-22,0.14741516972551566
2016-06-23,0.12886744817374135
2016-06-24,0.10548175634824668
2016-06-25,0.14958643284858855
2016-06-26,0.1174259900990099
2016-06-27,0.11853882673551348
2016-06-28,0.13933062977099236
2016-06-29,0.1567075433390598
2016-06-30,0.1531239059674503
2016-07-01,0.14819514228747507
2016-07-02,0.15582087415222307
2016-07-03,0.11998742393509128
2016-07-04,0.15121206896551723
2016-07-05,0.14920657848324514
2016-07-06,0.14986163779012748
2016-07-07,0.12977941534713763
2016-07-08,0.13294892156862745
2016-07-09,0.11894767567567567
2016-07-10,0.11221184056271982
2016-07-11,0.11543741980474198
2016-07-12,0.12336086273389515
2016-07-13,0.1318765672142139
2016-07-14,0.12274243050769586
2016-07-15,0.1197193353115727
2016-07-16,0.11454123764064099
2016-07-17,0.11884440006390797
2016-07-18,0.128705768321513
2016-07-19,0.14878490142651066
2016-07-20,0.13394002746309647
2016-07-21,0.1371641053114955
2016-07-22,0.11301874811006954
2016-07-23,0.13637419915090698
2016-07-24,0.13548546690048224
2016-07-25,0.13655822550831792
2016-07-26,0.11654694201747419
2016-07-27,0.12717865844487894
2016-07-28,0.13641977362373522
2016-07-29,0.1361125942684766
2016-07-30,0.134556875
2016-07-31,0.15680117746005046
2016-08-01,0.13397179570066267
2016-08-02,0.13494081519734416
2016-08-03,0.14665519323671497
2016-08-04,0.1474985842594002
2016-08-05,0.14133446651648576
2016-08-06,0.13577477656405162
2016-08-07,0.13295546127459829
2016-08-08,0.13474854385370807
2016-08-09,0.14870120826010544
2016-08-10,0.14626048557353977
2016-08-11,0.14212179125528912
2016-08-12,0.1411503372049457
2016-08-13,0.16426594449853943
2016-08-14,0.1641735767682576
2016-08-15,0.1234832970225127
2016-08-16,0.1709052002080083
2016-08-17,0.13675558019216558
2016-08-18,0.1328773863843767
2016-08-19,0.13052731782415325
2016-08-20,0.1415527663551402
2016-08-21,0.16805304650584432
2016-08-22,0.15988631637578907
2016-08-23,0.14650706243602865
2016-08-24,0.14323365190222384
2016-08-25,0.1376576359193647
2016-08-26,0.1589740222032451
2016-08-27,0.1539572167371885
2016-08-28,0.12449259718135357
2016-08-29,0.14512284807616027
2016-08-30,0.16960789733464957
2016-08-31,0.15093256622516557
2016-09-01,0.14202980989839398
2016-09-02,0.14322232451093211
2016-09-03,0.14593595753205127
2016-09-04,0.14802624464969585
2016-09-05,0.15740995355009954
2016-09-06,0.1607346115438386
2016-09-07,0.14028283440697234
2016-09-08,0.1606648754657776
2016-09-09,0.15464961645746164
2016-09-10,0.14116422117817132
2016-09-11,0.18114749326145552
2016-09-12,0.1631984502798106
2016-09-13,0.143200754527163
2016-09-14,0.1607007959319036
2016-09-15,0.15888052401746725
2016-09-16,0.15793612372918017
2016-09-17,0.1595820033151788
2016-09-18,0.1452766301318967
2016-09-19,0.14645127034537514
2016-09-20,0.1491422391347887
2016-09-21,0.13851062655749377
2016-09-22,0.14508967503085152
2016-09-23,0.13474124168514412
2016-09-24,0.12498351681957187
2016-09-25,0.07449173968796752
2016-09-26,0.13260998990918266
2016-09-27,0.12846528711056812
2016-09-28,0.14664925554542693
2016-09-29,0.13509704880817253
2016-09-30,0.11599257594544327
2016-10-01,0.11239675205855443
2016-10-02,0.1301674846625767
2016-10-03,0.12020225637671682
2016-10-04,0.1373649902152642
2016-10-05,0.14432395709177592
2016-10-06,0.1250201528952505
2016-10-07,0.1177636631234669
2016-10-08,0.13426400482925147
2016-10-09,0.12968941405558507
2016-10-10,0.13740069650266745
2016-10-11,0.12964114778084865
2016-10-12,0.12181172562697226
2016-10-13,0.1430457817207901
2016-10-14,0.129704342790967
2016-10-15,0.1267849906827037
2016-10-16,0.13169555810522865
2016-10-17,0.14775001751313485
2016-10-18,0.12197131313131314
2016-10-19,0.12034807779972649
2016-10-20,0.12028893406399152
2016-10-21,0.13225343755886232
2016-10-22,0.12812587683523655
2016-10-23,0.14138435882691203
2016-10-24,0.13309068859771397
2016-10-25,0.14431588215931535
2016-10-26,0.14880979701739852
2016-10-27,0.1236082307550983
2016-10-28,0.13736414498420815
2016-10-29,0.13925165668662676
2016-10-30,0.14353564623404638
2016-10-31,0.14832471169686987
2016-11-01,0.14173719613719613
2016-11-02,0.14217795717795717
2016-11-03,0.1498770946259873
2016-11-04,0.1550472070098576
2016-11-05,0.14587197997079074
2016-11-06,0.14807612706867035
2016-11-07,0.141621463878327
2016-11-08,0.14460042455333452
2016-11-09,0.12935254854368933
2016-11-10,0.1382980689913761
2016-11-11,0.14041250232558142
2016-11-12,0.1499763600782779
2016-11-13,0.15320021128248468
2016-11-14,0.171402296819788
2016-11-15,0.13839972922901525
2016-11-16,0.14392474813841435
2016-11-17,0.1571794293865906
2016-11-18,0.1343320778405524
2016-11-19,0.13443952063434852
2016-11-20,0.1388485826296743
2016-11-21,0.15182978825794033
2016-11-22,0.1537351280120482
2016-11-23,0.14305498199279712
2016-11-24,0.12391747490456666
2016-11-25,0.13737560373216245
2016-11-26,0.12221082739180898
2016-11-27,0.14396173512868587
2016-11-28,0.1682202363367799
2016-11-29,0.15744441511301766
2016-11-30,0.1339868504772004
2016-12-01,0.16060522947236966
2016-12-02,0.15223648974668275
2016-12-03,0.14701517689283883
2016-12-04,0.13841328563140592
2016-12-05,0.1668510269121813
2016-12-06,0.15839457726957729
2016-12-07,0.16311969856819894
2016-12-08,0.15513467273583423
2016-12-09,0.14662880148652835
2016-12-10,0.14964509270284063
2016-12-11,0.13353627384196184
2016-12-12,0.14790857091626322
2016-12-13,0.1447273363524084
2016-12-14,0.13958868997824997
2016-12-15,0.14133464656290531
2016-12-16,0.1398409444544961
2016-12-17,0.14376243567753003
2016-12-18,0.13238009502799933
2016-12-19,0.14868275572005385
2016-12-20,0.15894256526674233
2016-12-21,0.15862235586101564
2016-12-22,0.13731335016569354
2016-12-23,0.12982369402985075
2016-12-24,0.12136655816586471
2016-12-25,0.13126654391456452
2016-12-26,0.13436997155627795
2016-12-27,0.15628383274081598
2016-12-28,0.159303177898435
2016-12-29,0.16152944621938234
2016-12-30,0.1474429471419791
2016-12-31,0.1486353100135115
2017-01-01,0.15162856209150327
2017-01-02,0.16691463279955826
2017-01-03,0.1572660999077369
2017-01-04,0.1558802105263158
2017-01-05,0.14491222251939023
2017-01-06,0.14663727608757463
2017-01-07,0.1430931803490627
2017-01-08,0.13903142941263066
2017-01-09,0.14329288647697272
2017-01-10,0.1414832753046506
2017-01-11,0.15902124982524815
2017-01-12,0.15661638951071313
2017-01-13,0.1458313496448303
2017-01-14,0.14266347101174687
2017-01-15,0.1266987304536306
2017-01-16,0.145612874251497
2017-01-17,0.14515965710286916
2017-01-18,0.16757248946629213
2017-01-19,0.1359039733135656
2017-01-20,0.12526075014766686
2017-01-21,0.13216544102873218
2017-01-22,0.13959441513552848
2017-01-23,0.1526200950202358
2017-01-24,0.15668293855132165
2017-01-25,0.13672357387335995
2017-01-26,0.13565588080631025
2017-01-27,0.12856500199760287
2017-01-28,0.13996772819848174
2017-01-29,0.12183846153846153
2017-01-30,0.14524261672991257
2017-01-31,0.14471659381576818
2017-02-01,0.14633936371453138
2017-02-02,0.14881171814372188
2017-02-03,0.11787445593455781
2017-02-04,0.11217265130412764
2017-02-05,0.11400948411260119
2017-02-06,0.13098555078683835
2017-02-07,0.12026440852314475
2017-02-08,0.12421167700029524
2017-02-09,0.11325922958735733
2017-02-10,0.11400363395225464
2017-02-11,0.13465842242126552
2017-02-12,0.12148976521861381
2017-02-13,0.14227832926498507
2017-02-14,0.12357466272645509
2017-02-15,0.12862106046259975
2017-02-16,0.12320067349926793
2017-02-17,0.12920079029840578
2017-02-18,0.09865971156390581
2017-02-19,0.12287279728897105
2017-02-20,0.11035251825269149
2017-02-21,0.1206073190456935
2017-02-22,0.11824991188318228
2017-02-23,0.13696016873889877
2017-02-24,0.11303040044339753
2017-02-25,0.11357289174204843
2017-02-26,0.09526324015247777
2017-02-27,0.09854288256227758
2017-02-28,0.1079880462920664
2017-03-01,0.09922393827400636
2017-03-02,0.10290731924208223
2017-03-03,0.12082772679404243
2017-03-04,0.11568801977687627
2017-03-05,0.11718287575616565
2017-03-06,0.10660738902861805
2017-03-07,0.13559608329641118
2017-03-08,0.1265741734203543
2017-03-09,0.13071574263502453
2017-03-10,0.10430841144856892
2017-03-11,0.09929438493231313
2017-03-12,0.11206571120357528
2017-03-13,0.12224364539007092
2017-03-14,0.12769172326646658
2017-03-15,0.11440685212298683
2017-03-16,0.11880520867564903
2017-03-17,0.13099283061521072
2017-03-18,0.11677334171644138
2017-03-19,0.11078430601753855
2017-03-20,0.12515856277056278
2017-03-21,0.13129788765451417
2017-03-22,0.1418215963097568
2017-03-23,0.11953542005019932
2017-03-24,0.14984250708215296
2017-03-25,0.11900355896720169
2017-03-26,0.1360754491017964
2017-03-27,0.1472869790034472
2017-03-28,0.1291738924050633
2017-03-29,0.12070027441485069
2017-03-30,0.15330917261055635
2017-03-31,0.13005639272194408
2017-04-01,0.12054415140748839
2017-04-02,0.11809172252987468
2017-04-03,0.13621897094854743
2017-04-04,0.11938832791151593
2017-04-05,0.13329708794408854
2017-04-06,0.12691061934585943
2017-04-07,0.10709319407008086
2017-04-08,0.11247194266089294
2017-04-09,0.10378792914034606
2017-04-10,0.11289643558798765
2017-04-11,0.13471210309552278
2017-04-12,0.12110317514510073
2017-04-13,0.1095535074131445
2017-04-14,0.12359914467253176
2017-04-15,0.12414296207104154
2017-04-16,0.1237279214442547
2017-04-17,0.12304468060922936
2017-04-18,0.09491213407334857
2017-04-19,0.12963122352354847
2017-04-20,0.12137871676444889
2017-04-21,0.12402536506219579
2017-04-22,0.1186399785382139
2017-04-23,0.11965621642363776
2017-04-24,0.12193835311572701
2017-04-25,0.11745006205398696
2017-04-26,0.12058891257995737
2017-04-27,0.11703355453280531
2017-04-28,0.1269959564541213
2017-04-29,0.12020345547007431
2017-04-30,0.12955465501657126
2017-05-01,0.10915958365067276
2017-05-02,0.13114687404229236
2017-05-03,0.14737668423301525
2017-05-04,0.10598465812450392
2017-05-05,0.10735100148367953
2017-05-06,0.10254509511376353
2017-05-07,0.12467354735618827
2017-05-08,0.12218700254022015
2017-05-09,0.1611240740740741
2017-05-10,0.13111968041518712
2017-05-11,0.13624752158173212
2017-05-12,0.12493237074401009
2017-05-13,0.14341054416276441
2017-05-14,0.13137734931950745
2017-05-15,0.14373517786561266
2017-05-16,0.13617457798297505
2017-05-17,0.12304597362693638
2017-05-18,0.13940961120174009
2017-05-19,0.12310166128287955
2017-05-20,0.11492270036101083
2017-05-21,0.1193558621675722
2017-05-22,0.12556707852828117
2017-05-23,0.1281816442131047
2017-05-24,0.1314666852600753
2017-05-25,0.127907007518797
2017-05-26,0.12267729571466596
2017-05-27,0.12532522649172134
2017-05-28,0.12312173307327946
2017-05-29,0.1346382789710952
2017-05-30,0.1359342983253278
2017-05-31,0.14605519364992472
2017-06-01,0.1463738220567467
2017-06-02,0.13896685796269728
2017-06-03,0.11406385192991701
2017-06-04,0.11278985200845666
2017-06-05,0.12804424006444684
2017-06-06,0.13864685486704934
2017-06-07,0.12320478858350951
2017-06-08,0.13831447231533928
2017-06-09,0.119984345274236
2017-06-10,0.11698457825509834
2017-06-11,0.11957032073310424
2017-06-12,0.12995507683863886
2017-06-13,0.11794126653601177
2017-06-14,0.12837152491569875
2017-06-15,0.12132321216126901
2017-06-16,0.12056825555555555
2017-06-17,0.1155352473065622
2017-06-18,0.12711645962732918
2017-06-19,0.11353976888695083
2017-06-20,0.1344154995904996
2017-06-21,0.12594950221238937
2017-06-22,0.12220695400217312
2017-06-23,0.12143720579710145
2017-06-24,0.11478906150515726
2017-06-25,0.1026464563106796
2017-06-26,0.12962057001239158
2017-06-27,0.12222823260293764
2017-06-28,0.08900363080196835
2017-06-29,0.10654037386443047
2017-06-30,0.0788916834260026
2017-07-01,0.08848978470675575
2017-07-02,0.07880925647451964
2017-07-03,0.1071541723901099
2017-07-04,0.08448149077490776
2017-07-05,0.08694705274043432
2017-07-06,0.09060054054054055
